password,strength
htuhm,0
jtzbn,0
6P7fchHM,1
yfjnih,0
cVena5oh1)k,2
Lzl4AxCT,1
1vNrZKQF,1
.-xw:#Is+'(N)u>,2
HAV:MN2I8wQ,2
chR~ZBD2K=GgjU,2
<?VB3X#s7=6p,2
'>%}Z9d\Y^ry`}s,2
tFsRqzJ,1
KFLLav?BS/\8XR),2
pspwe,0
xRIt0zOSY,1
*\ZY4<q\(-H,2
utg50ESa,1
PaUpm6BK,1
suzp,0
NL\L3O!r|.qA,2
hlxxv,0
6eNudNgYa,1
bhzxt,0
EA/[FZKS;}V,2
vFPJ6Ci0se:bxc,2
5b%~$T6*bBfRwL<,2
AEGeM?edW{Xa,2
xjcs,0
WTSHeNFkA,1
XanSML5,1
&8=xo#=QNz0CDre,2
yxynl,0
"HEWG,stRM6gxQs",2
"#AwePn9,Vko",2
MoNcYDGl9o,1
ykyy,0
ovgd,0
vnohe,0
czszxk,0
"""1!Nq)Z[<eP""'",2
[$6'}s3&Y*;,2
dgykuv,0
"I"")QU{>FliyDHi)",2
PYL6dpBzu,1
jabmb,0
MdxnuTMO4F,1
EhmmJVG,1
eNPwNWV,1
dchdv,0
dQSX7y0otS,1
RH5nBDc,1
",Z.(x9|_WvW",2
UZrH153HpS,1
mlphd,0
Dt_jw8BMW\,2
y~Q2V?zt-a.,2
m4sgBXX,1
iuablg,0
damez,0
ctmQs7XDYw,1
"/81,O{o0u7#",2
FGkyMJT,1
&@cS662l.p`4zPB,2
`3M1DcaPt\k,2
#z?FP#.B*?KEuDz,2
"9nC0#@F6G,`",2
gkhkjd,0
nkae,0
wnxsn,0
dbmnxk,0
"cm}f<E){!@""=S",2
?_~fdpCBMu,2
BMC`9%6Mo/(HAaW,2
lmyOg4LDL,1
hmks,0
Y15lSRd,1
ioujmo,0
urky,0
WnPvkDRH8,1
zxndl,0
A}96WF}<bGw4Icb,2
svseqt,0
QpExW0W4P1,1
ohiah,0
xltq,0
t(v=Rcc0_Y_|,2
mhqwat,0
"z896XT"")*k",2
xbfd,0
eqWCWYVO,1
jxlsxp,0
ydymcd,0
unxek,0
aJNbDVxHWM,1
1\Ei:`s~Gf,2
Or64zxzKiy,1
Qw0qSMUFcg,1
OrSDmmv9,1
yU6Xhskn3y,1
ApQsLwD,1
aqmi,0
bXGWv0P1Wv,1
",|&$65j2THB",2
ljwo,0
zstm,0
"e>\Vt^2{o,>",2
xDpGcJKPk,1
2trh8$w&~`&,2
Yv0aSAh,1
"Rj>0FEEp{v&,!w",2
lbhlfk,0
ammz,0
lcye,0
EnspJIzW,1
wqwez,0
rubfov,0
itzxxq,0
R2xTzj1Ot,1
zwC.2>GtYL,2
ytxm,0
2510izz,1
3'J]pC#(vf8F&gv,2
mgxg,0
hxao,0
bgmouo,0
2y6cF2f664,1
JW`7#6iMp3UkED',2
gqdk,0
"Uw.EG""!@WM$CN5*",2
mjfzz,0
hfbeq,0
hteobl,0
TdQwKrSMF,1
ezgjd,0
s;k#H&/^`>,2
I^*pzNUX$Ke[Xq,2
cimeb,0
TgXjwkC49,1
v9wCEZqVXi,1
HH5wMqB,1
8ilJbuJ,1
R7X7~/]PZmeIIcY,2
"(+BS,CA)V9;Y",2
5XLvhKz,1
*?Ti#HY\h[A,2
")dsOC""j?,$4jxD_",2
"0v=U?,o>..2\SVJ",2
YwDp##L]mcsR,2
1DBUbwuw,1
zrwimd,0
0qq0PNA6,1
FK3fOfjMC,1
;n.<)eGdGN|1,2
dc6X+3R6f9,2
ab29SSyV,1
zsgpdl,0
zjnfb,0
vYQYHrnOE1,1
"eD,Oe+;NaXfi5",2
GT\or.?m:Nd3'_,2
y%~n2_-R:g,2
aqojiGp,1
dZNl8VF,1
qXk-DO(w3^,2
X%GWE~3`{N,2
J&S<9cYX9he,2
">96O=PL,-292,&y",2
I2aRFGH,1
espia,0
")a5a(N\,N{f",2
arirm,0
bpyxva,0
"h""A.4w)saK",2
$0t$D1N@DSgdA\,2
"me/LyRnz|3,%",2
xhcml,0
lbzy,0
]=6r'86dYgaO;;h,2
lMb-=+:wF)h!@Jm,2
hfjfud,0
7oZ+q#gHd+]*,2
pbep,0
gknhw,0
_\BR$wfp_iGW\,2
+5WT/Y?<9F,2
4:$5S~X&.Q,2
gfdJRGoQ39,1
AlsXM5A,1
tw6Jo7j,1
n8EbgvNT,1
xbjnq,0
MVH93F6,1
ulYUYKtHi,1
wlzx,0
dqgbt,0
")Zt6[@ub""Z):QE",2
f87c8pL,1
H4rHw503o,1
ho99OOt5,1
Ezt4nCyZa,1
VIa7GRfaM,1
pnne,0
:P^NPXm:8;=MqkB,2
kftplm,0
1Qt7Fr1c1,1
dgssdj,0
EIsWd82WZ,1
xeuh,0
rhWMJfgcD,1
tWvmjLCjG,1
ffMmtxUz,1
vdctpv,0
ynNFzkVpt,1
tfcny,0
8FUm8pB9H,1
"S6\4OBb,?JYk",2
DSebR0leA8,1
>:gflpoE>!K,2
qzxrym,0
ylhf,0
iyIGvfP,1
bpfrw,0
"W""GJXyytvY^2*s",2
"jj`RCP,MZT5",2
QfLuU4a,1
ld2u6Hyl,1
kqgw,0
ybikrc,0
^l<=#(8cT|,2
xasmcu,0
avjfyj,0
B65MG73,1
mb;}>8>=)F/}Qk^,2
iX<au!.yoch|y1w,2
FLIEuoiSo,1
kdWx77j,1
xfnfh,0
^j{krlPC*|A{|q),2
VeJ9I6yS,1
twynb,0
fUAI<2S'>6+?Wf&,2
vrhq,0
kf-.U+iG:Qx,2
urzjo,0
Z7iUwA2,1
gdqv,0
rTaKmXt~)]A1MOk,2
RmFQ6qxW,1
zS480Su,1
C:J`gf}7}9VCN,2
mUGer8ahb,1
.fz/2msctwqm*9,2
pldl,0
K/(yp{fP30SzZ,2
cdeglv,0
bSB3qncx,1
hAIcCNWC,1
wPgbiXoDhy,1
lpap,0
ufcsr,0
SEawiSmgFl,1
*'\rg[DO'$M`,2
SE45qR3B,1
}w)%0uw*c>),2
",#0P82O#9V",2
ctyyt,0
wUBPeNON,1
jnew,0
mxk;Ls8)JS,2
nmoawo,0
I:X~G9uJA`w,2
aoyo,0
"4Zfb`sTX.,",2
wvyf,0
_~at*PbZ\\,2
fbkrh,0
J1ZXRR25Kw,1
"""%+WLgE7P?A",2
BYa{.$^cE0y%yX,2
PLdBDXTQmY,1
esdllh,0
n[w$Px<f@qHG,2
AdSjKHV,1
ogphiv,0
cxxin,0
wtgrl,0
[z*^7x;CphR,2
ZITvK)l5*L]m,2
z4cm^b*Fd&Bde,2
tGRFLuM3wg,1
PAdk7tk2,1
prqeu,0
nwF4kwF,1
sdvqr,0
W\{2ru`S0ol@,2
'EW?7dIPJaO},2
j!_j<`y|C&v]'wg,2
lgej,0
9DrqrQcV,1
^}A}5T~?~7j,2
L0Tf84c4l,1
ligo,0
qztm,0
rqkehs,0
1rKbVqLb2N,1
N6AgHse,1
2VOF5dGri8,1
FYk5BMG,1
ymjg,0
p^_.'B*iE6W@3n,2
kSTBSsh0,1
oZyVGsg,1
QkrWTLDj,1
04W6F97,1
LV>dU2L<I6s|,2
Mg?neDo7qq,2
Ft3vmN;3/PE<o;{,2
jfJXVkasv4,1
sSvAWbhA,1
z?YC4XfNGtI_:4,2
NDoJxEh,1
`IO+<&UM+A6?,2
"K/79iQv,!%RjIA",2
je4hTrgw,1
tWA5L39fV,1
yYoRq2S,1
XVlnngSpRF,1
"VAQ<UAFi8,!c",2
bsiKF9gnP,1
orzk,0
rW57vDlbfI,1
NIigprkTNz,1
ZrtuJrwL,1
"BA!N%I""VW?HQE",2
QTZ0TIW0,1
zmklnd,0
bcigbg,0
skhela,0
60xSNaj,1
6qCg$xZ4_EV4,2
spojx,0
qpwiw,0
wvfv,0
wfjiw,0
tgvu,0
8Jn6UIK5KJ,1
ohsjmp,0
"nCuC9v0IOKmy{,",2
sqkg,0
#8J&dvZxO)v2,2
HesBKfS69,1
QIBWLqD0Em,1
aiIANNc9,1
Sn2Jw07o,1
71J9fSR,1
MJTr~A0Y;E-'$y,2
v:WhI;6s]],2
"xhY28d""59hk|I",2
javdg,0
6NNZ6xJI,1
uqqrxa,0
tgwui,0
$iWo}\~Z~r,2
BMJYrckfb,1
65ihKLTd,1
/L9)R^j:pE!E<,2
hjjg,0
uqrARQo4,1
2IOe9y6,1
;[J|scRe@$d,2
Vj-)x*FQtC1$RRR,2
c`%SoqTTd/#KOB,2
rnvffe,0
Q9rI6X7kl,1
nRwrIYMgV8,1
nwN]=Y_`g3%,2
mqsak,0
",+|4J!Z.^s)^A_",2
D5Yrp8n4sL,1
jP89N2l,1
qncdn,0
(7m)JM(eyY,2
"p?""!^X0@1al",2
ptih,0
NAWEqQQtwn,1
qtsi,0
4fjy6Znc16,1
Xw/oB|>AKqUfXP,2
xjRdutxW0,1
dzjklm,0
dogpaw,0
T0jfRlZZN,1
kyyC>W`@A',2
S+3dF=|y!>*-,2
2ttNTjx1FO,1
sREPDAR6g,1
g4tnJiiOA,1
5yV11OfFuE,1
zkda,0
2Y05wsY,1
tv9LSlh,1
`BeR.<U6i2+G6,2
axoc,0
j5zFcyMu,1
bjG6F6Z,1
\=pLZp)gSN-M-?U,2
xehwq,0
F7q49wpM,1
5Um9IkdK,1
MWtLhDuBxD,1
ada7YURGs9,1
&~F`O&TY`v[g\h],2
#IRjp60qH=|,2
8mmXFg98f,1
m_nD$c/tN*)$,2
miPWOyx,1
KRitYt5,1
"|Crqe/8""h}XUD",2
inue,0
OxHGELnuf,1
t7l8RZpR60*tl,2
N%/8-:|ZPQ,2
hQSbRMDr,1
"X1,eV1q:`f~d",2
64K4snfIb,1
SsqkJ3N,1
7IRx8sH8Q2,1
dyefg,0
nijgz,0
ozyo,0
"yl(dLK;.P""wj:",2
ztsbry,0
6YFsvsSrlt,1
sny}'*m}Nzz{,2
pucnrj,0
kwvdpg,0
1KpcDUb,1
Iyup9GhHD#$?,2
448oZq6x,1
L:2:&Y3dD2<,2
h>i)9~{*&OAx>o,2
xJHPeER5xK,1
knmn,0
wtkh,0
f>2(PfIDiqSTyI,2
xtzhef,0
ZW7lbP9k,1
MdzrcN5CPf,1
JAmVclf,1
D8#S/}g~p?ip@y2,2
<q:V3f0`i[&T*,2
hgpkz,0
gaky,0
jCG7cX3n,1
voig,0
joouvl,0
j2DLjg5C,1
"+FhLaIu""t?@01a*",2
golzyep6,1
mzzrfq,0
tiTcbq2giP,1
affplh,0
ESix6ROIR,1
\7k~.;cTS%:s(k',2
puujl,0
r7ZEZtNGBo,1
X8TbylT,1
f^EK]YKG./s,2
srmmcm,0
?~*yb58H'K$,2
wD^dp2?.fHGioA,2
cwsbfd,0
"eUh,xM""#kc7h",2
nrdi,0
gtywt,0
oDgXlD3,1
"i|zj0Hv_>o)""",2
gpzx,0
dsxfw,0
gcrjb,0
z(w_i)>|B[|,2
tdmrre,0
RN9bQwArr,1
yixsr,0
uiknlh,0
}h73Crf29_[w,2
yRkRzdI,1
l76QgMmGx,1
PBS6l4o2uS,1
9Ks}d@$ujy,2
OUKvnxN,1
hxcrvl,0
etv3k`d`]#aLV14,2
fAA>_/6d~SmJY,2
ZZcLxU1gu,1
T/A[g-Rt38sH4,2
epjqlaY1?;SN,2
MT26Gv1V,1
(`TSh`nV;_,2
Jipih2WJ5V,2
uyinfn,0
isdmwd,0
gvach,0
3i7FSBaSY,1
"PjQh:}(,QvzvP",2
cfbou,0
npibz,0
"oP2sxs/{2C/""ZIc",2
znjey,0
?[w]fs.1v@E^'E?,2
gcjn,0
p1[+n7ZToS4e!_,2
9bPhh9qm0,1
YfmdZZW,1
"Hl]?_Z~!""@q",2
vfmz,0
eyxl,0
UzhBOInAK,1
f1SxiYlz,1
EAiQhn3,1
UPloSwMdtA,1
u>@F$mww;oze,2
F5tzAVsp%QyB,2
jfvo,0
xSAuR>C4ZGlCk,2
qqacnat,1
oG|SXz/I$K,2
3ZYHSv2qcs,1
hJaYWl_6/i%u-3,2
"<,6;]s_?f;y6""C",2
"Sn_""U=9hAc~$}6",2
T^SHPsXtB.-Ga00,2
obafn,0
"J,oTpWVQT3",2
y=kv=.r/+c,2
"@JugV6EGbA""6FE",2
YqzYyqSu,1
4C73fIrXH,1
adiubl,0
0GiLhBjh,1
gxwnii,0
NdXEm2IY,1
golid,0
4qKW59RcnN,1
DJp+oEj4TDG~,2
HBNXEEZx,1
Y4kH71xLTe,1
ngntbw,0
jrWDDihNkI,1
Q7W4bFw11b,1
tnscdk,0
FaAQ}>(RzVX,2
"-a:/$Db:,dPiG1",2
4c4T3Yfh,1
6YoJ}yB/5vxb,2
eome,0
E5HG3M[?Wp[,2
rggl,0
no&$|g':52_W.9r,2
"9}Iwt7-gd""!@I!8",2
"nfMrZ(""G+uMyGS+",2
iwpvw,0
+DMZ{-PhEO$~FL,2
ipktl,0
kcvdp,0
HIIEFAU,1
GdCxngQq6,1
nsrkd,0
hhVMbTDs,1
s4pSXdN2G,1
pb4Pfyn5o,1
ER65QCArS,1
ymayf,0
Zh0WpzTA1w9:1Sv,2
<d[;LW9blL,2
mAwutW7gpV,1
5EOmI;66-SGn[}-,2
jj3GdTRR,1
qGVDiSfb,1
vjm#~VjXr12+Hy3,2
3A6eQkQ6,1
nuqhtk,0
ukbwf,0
"A)wjDVZ,2u",2
whrz,0
{.6Gpv5FEZWY+,2
YuWNJd6g,1
wdwz,0
ahvuvf,0
BXkeuOf,1
IudOZm13,1
Df[3JQeIduSY,2
Gwgq2ABYk3,1
f@'SIM-u)7ZCj,2
Qg1dj1Qb,1
nvyt,0
j3OCyjW2,1
"tu>C&""5#-8/",2
okjqpv,0
QV/9?<upBB9h,2
}Xnv0L|/K=I4;?n,2
icrutm,0
hBSWGukb5W,1
+zH8q/a[&x`,2
xCCmB43,1
zmml6nQa,1
YDvN6pVZ,1
tgajca,0
bsth,0
+1SM*R4C9z,2
SJ&~N@4;Ey\v,2
fUCrpJ6o,1
oRMAl8h,1
szrztx,0
qpunJBn,1
lBNexIg,1
hdelm,0
FTZigm.:g5,2
2S[^93PP]F,2
]h^tG^\wb+,2
"]""^,$/@[1d$FF_",2
rlqya,0
9w-zlTnYr:p)((,2
gpwru,0
gjfc,0
fehtw,0
GU{Q(aQJ[p,2
twkkzw,0
+^xGkcp2bqNH,2
55DXUEI,1
4rORf1T,1
$opoIIZ5u70{.,2
leizx,0
nodsz,0
qgkutj,0
jtlz,0
oylord,0
Jo64NzZhXn,1
vwgeg,0
"[atr,bc%8T*m&J",2
9tho2HgI,1
seJ+)^g`JH6@?``,2
ppzcr,0
awruvk,0
jhkv,0
mtrgb,0
qqxcxi,0
_Nf%!CI\.8t~,2
JRF@vCU\WKh/AxE,2
tbrFwbG7,1
K5EqeASf0f,1
pmto,0
wA:L+pt3oM_{4wG,2
a@TcGw7w8#,2
t;xXJ(#S$}>Y$?L,2
1GrTOx00Au,1
fkwc,0
5pTWSLW,1
dV/w7Loi.i,2
bJvxCbyJf,1
adhyussCcf,2
aoj3BQPF,1
tb}'<[W!.PMD,2
MOGUUrP,1
",9Q]$NH5)26TdF",2
JExPZiu,1
"""*y$c3oMU8(K",2
5Wz0wRGY,1
uqwe,0
ypejr,0
l0!Sn)oN+',2
aszpoe,0
lknory,0
@FDUTG&&8y,2
mcla,0
fPqnnM9,1
"-r]AFibQHV""F",2
ukOkACAa86,1
Dgd0lwwuev,1
tTqOYzVOS,1
yNA7Ib7eWl,1
bhzlc,0
5OhDGv5,1
"Q,>Cy,28,!+X",2
(-4v1~%?LU3x,2
O[0|Ox%tP),2
TRJ7Ancsrj,1
^CVB/&A-><(PA;W,2
U/ghqgBlsdy,2
Je<DW?^okO}l@,2
qburv,0
sSBMbVXuh7,1
K:'QgflzlCF),2
rcfosx,0
DXe1wsZm,1
TSe2Vbv,1
gncMmo1S,1
fxzsik,0
pSYvX#Z|YjTH,2
bzxkyh,0
ehftjc,0
yrzep,0
ft(gH1$L$JLB,2
ronpvv,0
"_q:Ykr6ke,~",2
JzCarWTLG2,1
EDeKr*Rbv\;<@M,2
Bt.a<5E`D^,2
N97obMTY#I.4,2
ssP28NbCoq,1
lbspb,0
"{K,l%T+b9GnN(v|",2
Y_>wq__|Eov,2
E/!Hf;`H@pPZ,2
bwxn,0
n]Zg|Vc(h[.D,2
"6;,8TW&G-x|OKFF",2
IN8FSjSq,1
zdhfea,0
cXt%80sG>+5$,2
0VedwxMdwhiq92>,2
F26(E33cvEi,2
JyhoY4S1t,1
=u^Sw0J&/[*-|b/,2
r*k`_f+f.6,2
vrvih,0
tugiT4Dsc,1
nxisgz,0
M3lUsvbE,1
y8eu9IozI{,2
wjOS2tOfJ,1
uo+!VfoHG^<.yZO,2
wfishb,0
mx0Mc6SKLd,1
lhpwx,0
tbi5U2FV,1
cS~JL$/\5+7\,2
6L7eZ9inii,1
oqiku,0
yuue,0
lnlwPfr,1
ZEwe3cSv,1
S]j/{yyBU)kk,2
KHFw4NPd,1
4CAMHzRwb,1
rspyu,0
dk1ideBGL,1
fR_T>oopp+61,2
G5IgNY5,1
r3lerdEn,1
pxezp,0
o]i[.y1AuGx3,2
^B}Ay/:ac9/5qz,2
qiid,0
mndbig,0
Ybxtksb,1
OI*8j9!V_a(hE*t,2
ikfw,0
seDwU#2oSC,2
G2r.k@?{Za,2
wffpwk,0
%A?JeQ0oC5e&aB,2
YEdNIOfMEL,1
dzuj,0
idIIVghFS,1
jokwe,0
ocdd,0
mgyS-yPgBBw,2
iD6KZ9vuR,1
b$TOwq5oGtw=~6Q,2
ltmi,0
hHL0dhqSwI,1
cfged,0
n7p3ReC,1
Xo2wtaxC,1
KSwkHGAi,1
ccmi,0
OoJrQ5d,1
"Ww848+""%OKQ-aO",2
6]!rQAzF&i,2
FUG6TJGoxl,1
xGXq8Vw,1
anzm,0
xriijo,0
"E)w*maB""JO^",2
s4PTxZZU,1
~Bo%wTv}_<hn,2
?iw*'`:FW_+T?C,2
)B=Y+8xK2b(,2
pjhicz,0
5pjXTaQphWxt,2
R;'a<Jy\d@{,2
5b9Dq7Qd,1
mjnmq,0
tshn,0
YPRKrroVi,1
",Uk-&{bqA[l4ZcB",2
~s|C14NpK{U8c,2
vpuhsa,0
"Ml6.WD,D{k>",2
qGvqJzfAa,1
tp0AkVw,1
pqaloj,0
Ktdzc1L5h9,1
%-UOT=R+H6NnNU>,2
OhITCOVTua,1
oqpzpj,0
mmzn,0
jxfu,0
xxfvuv,0
rVpRZwL,1
P9iXrL8,1
"na(+""9W<x3nssVo",2
lnqps,0
NjlKqfCnI4,1
Zr6KRACNz,1
|3%PRo!w/Qag,2
v6jo~-[0nqe[4,2
iyjpoz,0
etSQ9Mqovgfv,2
>HM(}V&<~c,2
lF4XvjSt,1
ftubb,0
C29D'yb&xEJBR#],2
obtceq,0
8u:Q*2me?d=,2
iegciv,0
Sdt1TDf0oe#R*,2
i6mqgyNA:_CU,2
"z>`J,4((,@M",2
cfh~g}+U`O4YY},2
Q/koF.XX{dIoyx[,2
"sr!Rbw.,iUF",2
yQm02T2,1
eH4gkDxT,1
dFxR@n*DUny,2
CsmSaTgHN,1
#<O>|]2?77@@=,2
slgov,0
/ek<R?D-1R(;(`Z,2
mcbe,0
VEY58TisuZ,1
nayrvqAMVq,1
`LlR!*:lTAw9,2
"d/:zR-$:3,Ho%",2
St5NmWlP3,1
<g*G*%{bcO,2
yvUKq3Lor,1
pudan,0
gelp,0
prosvz,0
qynfmy,0
xsconz,0
"+1\sG""ocCfAqeP",2
vU3nVlGcqD,1
kyogq,0
uxiimt,0
?P'3]:;Hw3\cLV,2
aQM59tis,1
bxoia,0
c2kHsuK,1
TLTsgME3D,1
"VV[""-;XbeL",2
jL6f%W^)Q8gX,2
"ff]n=d<@8%O,M",2
fOfH26ct,1
qEnFlBT,1
VYUqTR5lR,1
Tga4M2A,1
ZLuygvD9B,1
cbkd,0
untcMo1CDa,1
J4eWxJc,1
"_""-?bX5~\,+%",2
"MxLCCYd,h6JXQly",2
6rV9GI9QFR,1
pXSJpo80,1
XevxM2z,1
fhwqe,0
sZyvD4j,1
fijXRzjBZ,1
oicbl,0
elaAbCnJ,1
@Q^&/<ew:&Kc,2
ycfymf,0
|\=HJEs?JG,2
w/3%HznqzT0?/,2
llvyis,0
rhfwlj,0
pPylpQxb,1
bivl,0
ybvtvr,0
HC0UMRh,1
vOTRPHgil,1
CF7o+%Cr*aHPZ}:,2
gnzqnj,0
ciwe,0
mksuvo,0
SFQTWIIU,1
rxurfv,0
BJxHIILFqd,1
"?N6qS%4,u%{",2
!bB!8jXmma`>#YZ,2
aaeyrc,0
fsxqg,0
y74EMbnE,1
"f,t$i#Aq'R",2
G4t$z+.T3?awF,2
"<vg""x""[t>3!Qy",2
qeXB13e,1
"9C,qNQ+LI4Do\;",2
dvMm6ZZO,1
JqCXiUC,1
"nb~,%%#<Y*E%A",2
KigmAev7gz,1
cfpzl,0
tnF7wjuGb,1
hrtsqg,0
irfa,0
xeda,0
tiZUhTT,1
jbhxk,0
"ags%I_""\Dx;T",2
"+w\DBr.ziRub\,d",2
M6QHNUM,1
XYoKRB5d,1
UW63XGCF8,1
MAGs6W2gd,1
#l9BcJvH)m,2
zWLe(KO>8cU],2
qbpd,0
htfx,0
xAPjqlv,1
qRTxdEoazP,1
dnIv1hsx1,1
1dn<(vUDRJ/\`,2
nz%ivrN_jmBY,2
kddkq,0
firaij,0
cszwm,0
MHX)S`2}G-|1,2
sqxp,0
uW.d#:Lkv>Lj,2
AzuY3OtBzG,1
I?$]Cuok:)S7gp,2
"b,b=(l0jlti}_7w",2
9kop3NVVtr,1
i4wiqloTEX,1
i63yUmUQdZ,1
M0nLmii2S,1
\=bG0c@|KLys,2
AhJaN6V2,1
M>Yk}{/32s$_,2
zdueu,0
adctj,0
"aib!Bg8vU,",2
qmqvoe,0
kdz5n8bu,1
RZ6NSqgBev,1
U7Wem5y0Jl,1
0TNtfM73dk-,2
BGQ71bi8,1
pwvc,0
"y,z(g\}HOt_",2
dTPDCD0UrO,1
zXNS:nP&\T~D;Qp,2
WKTgeuNU,1
Jy1jq67ds,1
6K8A83aUg,1
TwwkvvLxc,1
::X~@V64eb*f13n,2
etmfx,0
z84HwlIRRG,1
nRxAd0j8,1
kzA06tOCT8,1
DEED5zEEz,1
tt1TJOb,1
g:uS5.O|Ijp%8sQ,2
6lXSnnNM1d,1
Q]J6TD7sqIs]H7=,2
qsjgof,0
swezm,0
tpmmj,0
bolkiw,0
"Y9""""EYNgyHC",2
"H,-]{_JC4#vc/9o",2
jskow,0
_!V(Rvj)=:uJLa,2
zltlo,0
"Gx!""HdG_U$",2
UCDu8VA,1
r5D4Flo3p,1
nmxrd,0
Vixhi54ls,1
"D4{wd!/,Lq1]#7s",2
jzBI&:;P!B<0,2
j'v4OZ/kDem#N,2
eCTMTZuYmx,1
YCkwyTW5gp,1
tknkd,0
|L4yz+BN1m|zi|~,2
KfB6tj99l,1
fOsB2CU(=XP-yo,2
I]cwhs][c+,2
hfxg,0
4r@YlrqgLJ,2
arrqd,0
2H<D[Ofdf{k,2
gyUXxBa0R,1
miya,0
sgtku,0
m3[9^%KS-]eJ7,2
=iARh?};!z>d\P,2
vm2eVlmF,1
1j1mT3PZNd,1
FhU9>3l1MNG.,2
7?umL#:p$m'pK,2
5aMKSHRTo8,1
.x{*|O7h:GQQ.s%,2
KG5psQ4OtU,1
phyv,0
bP<!oAF9NKKRiQl,2
ivdac,0
jxloiw,0
Xcv4^R'Dxxjum,2
H1dslxQ,1
1BhPyvF29,1
dtomj,0
"qZUuA_,XJo)ZA",2
nbXU7KfMYt,1
mFuXuRpwh,1
KD1RT?4y#6jxvtF,2
t2OK0mCdOD,1
q77D8bAqd,1
lbaxn,0
bGCtAVdaxh,1
9_t!O4;hAx,2
#x50g#__A^2\E+U,2
{j.Yl~xy<ZnRz)!,2
lnydbv,0
NkkwLIPvP,1
bmdxtf,0
dnvu,0
WRQKejMRtS,1
gtrssd,0
Z$DaMY:~xdw,2
oyfWX}/:^+q,2
"i36Fm""N|YO",2
!KlWELJF1|yHkC,2
16XZdGR,1
iRYPthR,1
xwitqa,0
U3htMDIvJS,1
yZ3xVSzx,1
Sb6QUBK8uW,1
AnoCFxCUH,1
owyac,0
ckfx,0
kwqYCh1Ec,1
xihwqx,0
mMvHTEQ3lT,1
QHR4VbK,1
rbbbx,0
N*xzHW'@__4,2
FUzbeMymO,1
ourl,0
ZVrsqqxi6,1
"n[,AEA@~QALfq",2
"*Lm%<N{Nw,",2
yswf,0
BaV(91/oa8ksh,2
'|1Bl6nfl#,2
nOvParPCk,1
sIGL1FaXK,1
"apOA{#:""x-Y)",2
kkvqk,0
NmfSr4LmP7,1
Y.k./EA?4\{,2
0L8:2`pV-W}|ibp,2
".R""2=,)"",Al%",2
lwgfvb,0
aejfz,0
ckxl,0
ucnoi,0
MPMM1vHZv0,1
!|\DFV~P/U&,2
QY8_c5a{4VfMF7,2
"+I3AuV,&$!",2
1a~V3k>-vq79,2
bF;Jc>*FTLw2,2
yT2Rp0I,1
ktydss,0
TMb7dMpM-g5,2
V6zST2me,1
"""g!BG.L~8(a[",2
Mt5abBA1B,1
R81AuB0,1
ikeb,0
jT5txV0CGY,1
cgldmo,0
4W9J\;2ivoe-C,2
rkgw,0
P(7g.@U!({4W,2
ooYgyA63,1
ufaz,0
OAFC6ycqh],2
cyvt,0
3x6s7Pafn,1
p&Ozszh$xL<IYo/,2
s8gi731w,1
EGlXy4v,1
rwvm,0
GSRpVgTD,1
lhsf,0
:(bwR6yJ[K.,2
ymqqh,0
"}_yb-n50N""",2
chrh,0
tfmn,0
vrj9Qso,1
sAW81zuyp,1
pkbalb,0
kmhJQGfd,1
wQ1N7Acw,1
q8Ycrc;&6t,2
0SqvluZSW,1
pekgir,0
#C1|Rk0|^3VhVO{,2
fP$7GSqy&moPE,2
~i>Lv&EE=c+7r',2
BfWmgQeEh,1
vbfid,0
QI@Tv?Sxbfu<)|,2
7Y6H52bgLV,1
"f'k^3iBY9~,B\b",2
LAxKhzYsVE,1
n6oXgjPEhH,1
hcqi,0
zkfdo,0
kisabu,0
"Nh""pD/[^,%tjg",2
shgkn,0
lkjqx,0
L7DymktY9O,1
vVOnixCPE,1
tzay,0
bvEGfuQDj\,2
PPo1oyo,1
9MG1Voh5kU,1
"{jR,~O/<se",2
zQOKLVg,1
"N^_k,e{]s/it",2
"Dz)|uV""o!dia4Y",2
goS18Km,1
%KFL@Tgx7o:W4,2
apvrzf,0
smoxay,0
"rw5|uGA]GWs,3ST",2
7lxptyOrTY,1
qNPtmqXfe,1
ubpa,0
zJAYvFB,1
pEEMAw0WIb,1
ozwb,0
nncdbx,0
jurnd,0
"S8(qoio""z<ob""}",2
bkge,0
mIP0nxRrmE,1
ZJxAD6LY8m,1
e_ls!]QgWtH8f(,2
dmzx,0
RhpWKZL,1
`}qW{Oq^MK]wns,2
agko,0
lqgejz,0
Zd7c([PD8Z,2
"7+Q6&""""R8ci~`",2
bmhbz,0
LQ7if4F0ic,1
nsvyiq,0
mmls,0
6P=QRnT;ziV/?D%,2
YqiTJopqO,1
ebkwiy,0
vbfljq,0
qfbiqm,0
XglbtiC6Z,1
3DEPLXhTe,1
lR7X4R3o,1
cmugo,0
mgLK~3gaUY,2
uhqmtq,0
?8&G5}@*q4R,2
z\X3i6xY].Y1t{,2
htohu,0
hclCZpa0rG,1
itzrjk,0
nT5ZMHjIiR,1
GDOpqhi,1
I;.?w0FdZM>=TP,2
doiai,0
hbzw,0
dlhhfz,0
T2h3Wws,1
uvaLs^:QrFiEIS,2
iI6f3LHU,1
k2r?vpdV.dV<t,2
ZwgBhdnS2v,1
AsacXPq,1
"9QGe/},'QW",2
y9rA7._3sJI,2
"u#rYr*C""k=u",2
9wkGqzeL,1
